,Entretien
16938,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE,RÉPARER - FILAGE ÉLECTRIQUE,REMPLACER - FILAGE ÉLECTRIQUE,REMPLACER - RADIATEUR
16939,INSTALLER - PNEU PNEU ROUE
16940,VÉRIFIER - ESPAR
16941,Autre - Véh. Léger
16942,RÉPARER - FLÈCHE SIGNALÉTIQUE
16943,RÉPARER - TUYAUX,AJUSTER - SABOTS,RÉPARER - SYSTÈME ESSUIE-GLACE ET LAVE VITRE
16944,VÉRIFIER - COMPOSANTE MAJEURE DU MOTEUR,REMPLACER - FLÈCHE SIGNALÉTIQUE
16945,RÉPARER - CHASSIS PIÈCE CARROSSERIE
16946,REMPLACER - TUYAUX
16947,RÉPARER - CHAUFFAGE COMPRESSEUR A/C SYSTÈME DE CLIMATISATION
16948,VÉRIFIER - VANAIR,RECHERCHER PANNE (diagnostic) - COMPOSANTE MAJEURE DU MOTEUR
16949,REMPLACER - SYSTÈME ESSUIE-GLACE ET LAVE VITRE,RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE,RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE,RÉPARER - FLÈCHE SIGNALÉTIQUE,VÉRIFIER - ALTERNATEUR
16950,RÉPARER - COMPRESSEUR,REMPLACER - CHAUFFAGE FILTRE A/C SYSTÈME DE CLIMATISATION
16951,RÉPARER - BOYAUX À AIR
16952,REMPLACER - DISQUES
16953,RÉPARER - BOYAUX À AIR
16954,RÉPARER - SYSTÈME D'ALARME
16955,REMPLACER - BATTERIE
16956,REMPLACER - BATTERIE
16957,RÉPARER - AJUSTEMENT D'USAGE
16958,INSTALLER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
16959,VÉRIFIER - CYLINDRE DE FREIN
16960,RÉPARER - ESPAR,RÉPARER - CHAUFFAGE CONTRÔLE SYSTÈME DE CLIMATISATION,VÉRIFIER - FILAGE ÉLECTRIQUE
16961,RECHERCHER PANNE (diagnostic) - SOUPAPE À AIR
16962,REMPLACER - AIR DRYER
16963,RÉPARER - FILAGE ÉLECTRIQUE
16964,Autre - Véh. Divers
16965,REMPLACER - DISQUES
16966,INSTALLER - FABRIQUE SYSTÈME ÉLECTRIQUE
16967,REMPLACER - BATTERIE
16968,VÉRIFIER - FILAGE ÉLECTRIQUE
16969,MODIFIER - AJUSTEMENT D'USAGE
16970,RÉPARER - AJUSTEMENT D'USAGE
16971,REMPLACER - PNEU PNEU ROUE
16972,REMPLACER - DISQUES
16973,RECHERCHER PANNE (diagnostic) - CODE DÉFAUT TABLEAU DE BORD (Fault code),RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE,RECHERCHER PANNE (diagnostic) - SYSTÈME ESSUIE-GLACE ET LAVE VITRE
16974,VÉRIFIER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT,RECHERCHER PANNE (diagnostic) - BOÎTIER DE DIRECTION ( Steering box),REMPLACER - SYSTÈME ESSUIE-GLACE ET LAVE VITRE
16975,REMPLACER - DISQUES
16976,RECHERCHER PANNE (diagnostic) - CODE DÉFAUT MOTEUR (Fault code),REMPLACER - DISQUES
16977,RÉPARER - AJUSTEMENT D'USAGE,REMPLACER - DISQUES,AJUSTER - SABOTS
16978,REMPLACER - FILAGE ÉLECTRIQUE
16979,REMPLACER - PNEU PNEU ROUE
16980,RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE
16981,TOURNER / MACHINER / FABRIQUER - AJUSTEMENT D'USAGE
16982,INSTALLER - AJUSTEMENT D'USAGE
16983,INSTALLER - SYSTÈME DE CAMÉRA
16984,INSTALLER - FILAGE ÉLECTRIQUE
16985,REMPLACER - ESSUIE-GLACE
16986,RECHERCHER PANNE (diagnostic) - COMPRESSEUR,REMPLACER - COURROIE
16987,RÉPARER - FILAGE ÉLECTRIQUE
16988,AJUSTER - BOYAUX,AJUSTER - LIQUIDE REFROIDISSEMENT (entret.)+FILTRE,AJUSTER - SABOTS,REMPLACER - AIR DRYER
16989,REMPLACER - SYSTÈME DE KLAXON,REMPLACER - FILAGE ÉLECTRIQUE
16990,RECHERCHER PANNE (diagnostic) - ALTERNATEUR
16991,TOURNER / MACHINER / FABRIQUER - AJUSTEMENT D'USAGE
16992,PEINTURER - CHASSIS FINITION PEINTURE CARROSSERIE
16993,RÉPARER - VENTILATEUR,RÉPARER - VENTILATEUR
16994,RÉPARER - TRANSMISSION HUILE (entretien) + FILTRE BOÎTE DE TRANSFERT
16995,RÉPARER - TRANSMISSION BOYAUX BOÎTE DE TRANSFERT
16996,RÉPARER - COLLECTEUR (Manifold),RÉPARER - BOYAUX
16997,RÉPARER - CODE DÉFAUT MOTEUR (Fault code)
16998,REMPLACER - PNEU MOYEU (Hud de roue) ROUE
16999,REMPLACER - ALTERNATEUR,REMPLACER - ESSUIE-GLACE,REMPLACER - REFROIDISSEMENT HUILE,REMPLACER - TENSIONNEUR
17000,INSTALLER - AJUSTEMENT D'USAGE
17001,MODIFIER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
17002,INSTALLER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
17003,RÉPARER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
17004,REMPLACER - BATTERIE
17005,REMPLACER - BATTERIE,REMPLACER - REFROIDISSEMENT HUILE
17006,INSTALLER - INSPECTION À L'INTERNE
17007,RECHERCHER PANNE (diagnostic) - CHAUFFAGE CONTRÔLE SYSTÈME DE CLIMATISATION
17008,RÉPARER - LAMES
17009,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17010,RÉPARER - CHASSIS PIÈCE CARROSSERIE
17011,REMPLACER - DISQUES
17012,RÉPARER - FILAGE ÉLECTRIQUE
17013,REMPLACER - CAPTEUR
17014,REMPLACER - JOINT À ROTULE
17015,RECHERCHER PANNE (diagnostic) - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17016,PEINTURER - CHASSIS PIÈCE CARROSSERIE
17017,MODIFIER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
17018,REMPLACER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE
17019,RÉPARER - CODE DÉFAUT MOTEUR (Fault code)
17020,RÉPARER - COMPRESSEUR
17021,REMPLACER - CHASSIS PIÈCE CARROSSERIE
17022,REMPLACER - BATTERIE
17023,RÉPARER - PNEU ESSIEUX ROUE
17024,RECHERCHER PANNE (diagnostic) - SYSTÈME D'ALLUMAGE,RÉPARER - SYSTÈME D'ALARME
17025,REMPLACER - AJUSTEMENT D'USAGE
17026,REMPLACER - PNEU CAP D'ESSIEU ROUE
17027,REMPLACER - ESPAR
17028,RÉPARER - FILAGE ÉLECTRIQUE
17029,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - CHASSIS PIÈCE CARROSSERIE
17030,REMPLACER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE
17031,RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE
17032,VÉRIFIER - PNEU PNEU ROUE,RÉPARER - FILAGE ÉLECTRIQUE
17033,RÉPARER - TAMBOURS,REMPLACER - ALTERNATEUR,REMPLACER - ALTERNATEUR,RÉPARER - ÉTRIERS
17034,INSTALLER - INSPECTION À L'INTERNE
17035,RÉPARER - AJUSTEMENT D'USAGE
17036,Autre - Véh. Léger
17037,REMPLACER - BATTERIE
17038,RÉPARER - ESPAR
17039,NETTOYER / LAVER - RÉSERVOIR
17040,RÉPARER - BOYAUX À AIR,RÉPARER - BOYAUX
17041,VÉRIFIER - FILAGE ÉLECTRIQUE
17042,VÉRIFIER - CODE DÉFAUT ESPAR (Fault code)
17043,REMPLACER - BATTERIE
17044,RÉPARER - CHASSIS PIÈCE CARROSSERIE
17045,VÉRIFIER - CODE DÉFAUT VANAIR (Fault code)
17046,VÉRIFIER - FILAGE ÉLECTRIQUE
17047,REMPLACER - ALTERNATEUR
17048,RÉPARER - ESSUIE-GLACE
17049,VÉRIFIER - BATTERIE
17050,RÉPARER - LUMIÈRE DE JOUR (Day running light)
17051,REMPLACER - BOYAUX
17052,RÉPARER - LUMIÈRE DE JOUR (Day running light)
17053,RÉPARER - FILAGE ÉLECTRIQUE,RÉPARER - LUMIÈRE DE JOUR (Day running light)
17054,RÉPARER - FILAGE ÉLECTRIQUE
17055,REMPLACER - MOTEUR DE CHAUFFERETTE
17056,REMPLACER - TENSIONNEUR
17057,VÉRIFIER - CODE DÉFAUT TRANSMISSION (Fault code)
17058,RÉPARER - ESPAR
17059,TOURNER / MACHINER / FABRIQUER - AJUSTEMENT D'USAGE
17060,RÉPARER - SOUPAPE À AIR
17061,RÉPARER - POMPE HYDRAULIQUE SYSTÈME PRINCIPAL
17062,REMPLACER - FILAGE ÉLECTRIQUE
17063,REMPLACER - ESSUIE-GLACE
17064,REMPLACER - BATTERIE
17065,REMPLACER - PNEU PNEU ROUE
17066,REMPLACER - DISQUES,REMPLACER - CHASSIS PIÈCE CARROSSERIE
17067,RÉPARER - LUMIÈRE DE JOUR (Day running light)
17068,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17069,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17070,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17071,SURVOLTER - BATTERIE
17072,REMPLACER - CHASSIS PIÈCE CARROSSERIE
17073,RÉPARER - LUMIÈRE DE JOUR (Day running light)
17074,VÉRIFIER - ESSUIE-GLACE
17075,RÉPARER - ESPAR
17076,REMPLACER - CHASSIS PIÈCE CARROSSERIE
17077,AJUSTER - SABOTS
17078,RÉPARER - AJUSTEMENT D'USAGE
17079,INSPECTER VISUELLEMENT - CHASSIS INSPECTION VISUEL CARROSSERIE
17080,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17081,REMPLACER - COLLET
17082,RECHERCHER PANNE (diagnostic) - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
17083,REMPLACER - LUMIÈRE DE JOUR (Day running light)
17084,REMPLACER - LUMIÈRE DE JOUR (Day running light),RÉPARER - ÉTRIERS,RÉPARER - FLÈCHE SIGNALÉTIQUE
17085,MODIFIER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
17086,VÉRIFIER - AJUSTEMENT D'USAGE
17087,RECHERCHER PANNE (diagnostic) - ESPAR
17088,RÉPARER - FILAGE ÉLECTRIQUE
17089,REMPLACER - DISQUES
17090,REMPLACER - TRANSMISSION BOYAUX BOÎTE DE TRANSFERT
17091,REMPLACER - PNEU PNEU ROUE
17092,VÉRIFIER - ESSUIE-GLACE
17093,AJUSTER - SABOTS,AJUSTER - HUILE + FILTRE,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
17094,REMPLACER - BOYAUX
17095,RÉPARER - CHASSIS PIÈCE CARROSSERIE
17096,REMPLACER - ESSUIE-GLACE
17097,VÉRIFIER - CODE DÉFAUT MOTEUR (Fault code)
17098,RÉPARER - FILAGE ÉLECTRIQUE
17099,REMPLACER - ESSUIE-GLACE
17100,VÉRIFIER - PNEU PNEU ROUE
17101,VÉRIFIER - BATTERIE
17102,REMPLACER - PNEU PNEU ROUE
17103,SURVOLTER - BATTERIE
17104,RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE
17105,REMPLACER - BATTERIE
17106,REMPLACER - BATTERIE
17107,REMPLACER - CHASSIS PIÈCE CARROSSERIE
17108,REMPLACER - BATTERIE
17109,REMPLACER - BATTERIE
17110,REMPLACER - BATTERIE
17111,REMPLACER - BATTERIE
17112,RECHERCHER PANNE (diagnostic) - VENTILATEUR
17113,RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE
17114,REMPLACER - PNEU PNEU ROUE
17115,REMPLACER - BATTERIE
17116,RÉPARER - POMPE HYDRAULIQUE SYSTÈME PRINCIPAL
17117,REMPLACER - BATTERIE
17118,RÉPARER - POMPE À SERVO-DIRECTION
17119,REMPLACER - ESSUIE-GLACE
17120,RÉPARER - BATTERIE
17121,REMPLACER - DÉMARREUR
17122,REMPLACER - BATTERIE
17123,RÉPARER - CODE DÉFAUT VANAIR (Fault code),RÉPARER - FILAGE ÉLECTRIQUE
17124,AJUSTER - JOINT À ROTULE,AJUSTER - CHASSIS PIÈCE CARROSSERIE,VÉRIFIER - TUYAUX,REMPLACER - JET DE LAVE-VITRE
17125,REMPLACER - BATTERIE,REMPLACER - ALTERNATEUR
17126,REMPLACER - CHASSIS PIÈCE CARROSSERIE
17127,RECHERCHER PANNE (diagnostic) - CHASSIS PIÈCE CARROSSERIE,RECHERCHER PANNE (diagnostic) - ESPAR
17128,PEINTURER - CHASSIS PIÈCE CARROSSERIE
17129,SURVOLTER - BATTERIE
17130,RÉPARER - CODE DÉFAUT VANAIR (Fault code)
17131,RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE
17132,REMPLACER - ESSUIE-GLACE
17133,AJUSTER - SABOTS,REMPLACER - FILAGE ÉLECTRIQUE,RÉPARER - FILAGE ÉLECTRIQUE
17134,VÉRIFIER - CODE DÉFAUT ABS (Fault code)
17135,RÉPARER - CODE DÉFAUT VANAIR (Fault code)
17136,REMPLACER - DISQUES
17137,REMPLACER - BATTERIE,REMPLACER - CHASSIS PIÈCE CARROSSERIE
17138,MODIFIER - AJUSTEMENT D'USAGE
17139,RÉPARER - ALTERNATEUR
17140,VÉRIFIER - CODE DÉFAUT ABS (Fault code),INSTALLER - ESSUIE-GLACE,REMPLACER - ESSUIE-GLACE
17141,RÉPARER - FILAGE ÉLECTRIQUE
17142,VÉRIFIER - HUILE + FILTRE
17143,RÉPARER - INSPECTION À L'INTERNE
17144,VÉRIFIER - CHASSIS INSPECTION VISUEL CARROSSERIE
17145,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17146,INSPECTER VISUELLEMENT - CHASSIS INSPECTION VISUEL CARROSSERIE
17147,PEINTURER - CHASSIS FINITION PEINTURE CARROSSERIE
17148,REMPLACER - CHASSIS PIÈCE CARROSSERIE
17149,REMPLACER - BATTERIE
17150,REMPLACER - BATTERIE
17151,RÉPARER - AJUSTEMENT D'USAGE
17152,REMPLACER - BATTERIE,REMPLACER - CODE DÉFAUT VANAIR (Fault code)
17153,REMPLACER - CODE DÉFAUT VANAIR (Fault code)
17154,Autre - Véh. Léger
17155,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17156,RÉPARER - TUYAUX,REMPLACER - ESSUIE-GLACE
17157,AJUSTER - CHAUFFAGE GAZ RÉFRIGÉRANT A/C SYSTÈME DE CLIMATISATION
17158,RECHERCHER PANNE (diagnostic) - BATTERIE
17159,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17160,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17161,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17162,VÉRIFIER - RÉSERVOIR À AIR
17163,RECHERCHER PANNE (diagnostic) - FABRIQUE SYSTÈME ÉLECTRIQUE,RECHERCHER PANNE (diagnostic) - CHASSIS PIÈCE CARROSSERIE
17164,TOURNER / MACHINER / FABRIQUER - AJUSTEMENT D'USAGE
17165,RÉPARER - COMPOSANTE MAJEURE DU MOTEUR,RÉPARER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - FUITE HUILE
17166,REMPLACER - COURROIE
17167,VÉRIFIER - POMPE HYDRAULIQUE SYSTÈME PRINCIPAL
17168,RECHERCHER PANNE (diagnostic) - CODE DÉFAUT MOTEUR (Fault code)
17169,SOUDER - AJUSTEMENT D'USAGE
17170,RÉPARER - FILAGE ÉLECTRIQUE
17171,INSTALLER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE,INSTALLER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
17172,Autre - Outil
17173,REMPLACER - ALTERNATEUR
17174,REMPLACER - FILAGE ÉLECTRIQUE
17175,REMPLACER - BATTERIE
17176,RÉPARER - BOYAUX
17177,RÉPARER - AJUSTEMENT D'USAGE
17178,REMPLACER - BATTERIE
17179,REMPLACER - BATTERIE
17180,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - BATTERIE
17181,PEINTURER - CHASSIS FINITION PEINTURE CARROSSERIE
17182,REMPLACER - BATTERIE
17183,RECHERCHER PANNE (diagnostic) - ESPAR
17184,TOURNER / MACHINER / FABRIQUER - AJUSTEMENT D'USAGE
17185,RÉPARER - FILAGE ÉLECTRIQUE
17186,REMPLACER - COMPOSANTE MAJEURE DU MOTEUR
17187,RÉPARER - CHASSIS PIÈCE CARROSSERIE
17188,RÉPARER - CODE DÉFAUT ESPAR (Fault code)
17189,RECHERCHER PANNE (diagnostic) - FILAGE ÉLECTRIQUE
17190,RÉPARER - AJUSTEMENT D'USAGE
17191,Autre - Véh. Léger
17192,VÉRIFIER - BATTERIE,RECHERCHER PANNE (diagnostic) - CARBURANT+ FILTRE
17193,REMPLACER - AJUSTEMENT D'USAGE
17194,RÉPARER - AJUSTEMENT D'USAGE
17195,VÉRIFIER - FABRIQUE SYSTÈME ÉLECTRIQUE
17196,MODIFIER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
17197,NETTOYER / LAVER - BATTERIE,REMPLACER - TUYAUX ET BOYAUX
17198,REMPLACER - BATTERIE
17199,REMPLACER - AJUSTEMENT D'USAGE
17200,INSTALLER - AJUSTEMENT D'USAGE
17201,VÉRIFIER - ÉTRIERS
17202,RÉPARER - LUMIÈRE DE JOUR (Day running light),RÉPARER - LUMIÈRE DE JOUR (Day running light),RÉPARER - FUITE HUILE,REMPLACER - ESSUIE-GLACE
17203,REMPLACER - CHASSIS PIÈCE CARROSSERIE,RÉPARER - BOYAUX À SERVO-DIRECTION,RÉPARER - CODE DÉFAUT TABLEAU DE BORD (Fault code)
17204,VÉRIFIER - CODE DÉFAUT MOTEUR (Fault code)
17205,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17206,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17207,REMPLACER - BATTERIE
17208,PEINTURER - CHASSIS FINITION PEINTURE CARROSSERIE
17209,REMPLACER - CHAUFFAGE COMPRESSEUR A/C SYSTÈME DE CLIMATISATION,REMPLACER - CHASSIS PIÈCE CARROSSERIE,RÉPARER - FLÈCHE SIGNALÉTIQUE,RÉPARER - FILAGE ÉLECTRIQUE,REMPLACER - CHAUFFAGE FILTRE A/C SYSTÈME DE CLIMATISATION
17210,RÉPARER - VANAIR
17211,MODIFIER - BATTERIE
17212,VÉRIFIER - TUYAUX
17213,REMPLACER - BATTERIE,REMPLACER - AJUSTEMENT D'USAGE,REMPLACER - SYSTÈME D'ALARME,REMPLACER - COLLET
17214,RÉPARER - VANAIR,VÉRIFIER - COMPOSANTE MAJEURE DU MOTEUR
17215,RECHERCHER PANNE (diagnostic) - ALTERNATEUR
17216,RECHERCHER PANNE (diagnostic) - CYLINDRE DE LEVAGE
17217,REMPLACER - VANAIR
17218,Nettoyage - Garage
17219,Autre - Pièce
17220,Démarrer véhicule - Véh. dans la cours
17221,Autre - Véh. Lourd
17222,Autre - Véh. Lourd
17223,Autre - Véh. Léger
17224,Nettoyage - Garage
17225,Autre - Garage
17226,Nettoyage - Garage
17227,Nettoyage - Garage
17228,Autre - Garage
17229,Nettoyage - Garage
17230,Autre - Véh. Léger
17231,Autre - Véh. Divers
17232,REMPLACER - BATTERIE,REMPLACER - BATTERIE
17233,RÉPARER - CODE DÉFAUT ESPAR (Fault code)
17234,VÉRIFIER - CODE DÉFAUT VANAIR (Fault code)
17235,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
17236,RECHERCHER PANNE (diagnostic) - CODE DÉFAUT VANAIR (Fault code)
17237,REMPLACER - DISQUES
17238,Autre - Véh. Divers
17239,Autre - Garage
17240,INSPECTER VISUELLEMENT - AJUSTEMENT D'USAGE
17241,Autre - Pièce
17242,Autre - Véh. Lourd
17243,Autre - Véh. Lourd,Nettoyage - Garage
17244,Autre - Outil
17245,Démarrer véhicule - Véh. Léger
17246,Autre - Véh. Lourd
17247,Autre - Garage
17248,Autre - Garage
17249,Autre - Véh. Lourd
17250,Démarrer véhicule - Véh. dans la cours
17251,Nettoyage - Garage
17252,Autre - Véh. Léger
17253,Autre - Véh. Lourd
17254,Démarrer véhicule - Véh. dans la cours,Autre - Garage
17255,Autre - Garage
17256,Autre - Garage
17257,Nettoyage - Garage
17258,REMPLACER - BATTERIE
17259,Autre - Véh. Léger
17260,Nettoyage - Garage
17261,Démarrer véhicule - Garage
17262,Autre - Véh. Divers
17263,Autre - Garage
17264,Autre - Véh. Divers
17265,Autre - Véh. dans la cours
17266,REMPLACER - FILAGE ÉLECTRIQUE
17267,REMPLACER - BATTERIE,RECHERCHER PANNE (diagnostic) - ESPAR
17268,MODIFIER - ESPAR
17269,VÉRIFIER - CODE DÉFAUT VANAIR (Fault code)
17270,VÉRIFIER - CODE DÉFAUT VANAIR (Fault code)
17271,RÉPARER - COMPRESSEUR,RECHERCHER PANNE (diagnostic) - ESPAR
17272,RÉPARER - AJUSTEMENT D'USAGE
17273,REMPLACER - CHAUFFAGE FILTRE A/C SYSTÈME DE CLIMATISATION,MODIFIER - FILAGE ÉLECTRIQUE,RECHERCHER PANNE (diagnostic) - FLÈCHE SIGNALÉTIQUE
17274,RÉPARER - CHASSIS PIÈCE CARROSSERIE
17275,RECHERCHER PANNE (diagnostic) - CODE DÉFAUT ESPAR (Fault code),VÉRIFIER - CODE DÉFAUT ESPAR (Fault code)
17276,MODIFIER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
17277,RÉPARER - PNEU PNEU ROUE,RÉPARER - VALVE DE SUSPENSION
17278,RÉPARER - CYLINDRE DE LEVAGE
17279,RECHERCHER PANNE (diagnostic) - CODE DÉFAUT TABLEAU DE BORD (Fault code),REMPLACER - ALTERNATEUR
17280,REMPLACER - ALTERNATEUR
17281,RECHERCHER PANNE (diagnostic) - AIR DRYER,VÉRIFIER - VANAIR,RÉPARER - FLÈCHE SIGNALÉTIQUE
17282,REMPLACER - COUSSIN
17283,REMPLACER - BATTERIE
17284,REMPLACER - BATTERIE
17285,REMPLACER - BATTERIE,REMPLACER - BATTERIE
17286,RÉPARER - ESPAR
17287,REMPLACER - LEVIER DE COMMANDE,RÉPARER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT,REMPLACER - BATTERIE
17288,SURVOLTER - BATTERIE
17289,INSTALLER - AJUSTEMENT D'USAGE
17290,REMPLACER - GYROPHARE,REMPLACER - BATTERIE
17291,REMPLACER - BOYAUX
17292,TOURNER / MACHINER / FABRIQUER - AJUSTEMENT D'USAGE
17293,RÉPARER - ESSUIE-GLACE
17294,REMPLACER - CODE DÉFAUT VANAIR (Fault code)
17295,REMPLACER - BATTERIE,REMPLACER - BATTERIE
17296,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17297,REMPLACER - FILAGE ÉLECTRIQUE
17298,VÉRIFIER - TURBO
17299,MODIFIER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17300,RÉPARER - AJUSTEMENT D'USAGE
17301,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17302,RÉPARER - CHASSIS PIÈCE CARROSSERIE
17303,MODIFIER - AJUSTEMENT D'USAGE
17304,REMPLACER - CHASSIS PIÈCE CARROSSERIE
17305,REMPLACER - FILAGE ÉLECTRIQUE,RÉPARER - JET DE LAVE-VITRE
17306,RÉPARER - FILAGE ÉLECTRIQUE
17307,MODIFIER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
17308,RÉPARER - BOYAUX À AIR
17309,REMPLACER - BATTERIE
17310,REMPLACER - ESSUIE-GLACE,AJUSTER - SABOTS,REMPLACER - SUPPORT D'ÉCHAPPEMENT
17311,REMPLACER - PNEU PNEU ROUE
17312,PEINTURER - CHASSIS PIÈCE CARROSSERIE
17313,REMPLACER - PNEU PNEU ROUE
17314,REMPLACER - TENSIONNEUR
17315,RÉPARER - FILAGE ÉLECTRIQUE
17316,REMPLACER - DISQUES
17317,REMPLACER - COUSSIN
17318,REMPLACER - TRANSMISSION BOYAUX BOÎTE DE TRANSFERT,REMPLACER - AMORTISSEUR
17319,VÉRIFIER - FABRIQUE SYSTÈME ÉLECTRIQUE
17320,SURVOLTER - BATTERIE
17321,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17322,PEINTURER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17323,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17324,Autre - Véh. Léger
17325,REMPLACER - FILAGE ÉLECTRIQUE,RÉPARER - FILAGE ÉLECTRIQUE
17326,RÉPARER - PNEU PNEU ROUE,RÉPARER - BOYAUX
17327,VÉRIFIER - PNEU PNEU ROUE
17328,RÉPARER - RADIATEUR
17329,SOUDER - AJUSTEMENT D'USAGE,RÉPARER - AJUSTEMENT D'USAGE
17330,NETTOYER / LAVER - CHASSIS PIÈCE CARROSSERIE
17331,REMPLACER - AJUSTEMENT D'USAGE
17332,INSPECTER VISUELLEMENT - CHASSIS INSPECTION VISUEL CARROSSERIE
17333,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17334,REMPLACER - BATTERIE,RECHERCHER PANNE (diagnostic) - ESPAR
17335,REMPLACER - CHASSIS PIÈCE CARROSSERIE
17336,INSPECTER VISUELLEMENT - PNEU PNEU ROUE,INSTALLER - CHASSIS PIÈCE CARROSSERIE,INSTALLER - FABRIQUE SYSTÈME ÉLECTRIQUE
17337,RÉPARER - LUMIÈRE DE JOUR (Day running light),VÉRIFIER - FILAGE ÉLECTRIQUE
17338,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17339,REMPLACER - BATTERIE
17340,RECHERCHER PANNE (diagnostic) - VANAIR
17341,INSTALLER - AJUSTEMENT D'USAGE
17342,INSTALLER - AJUSTEMENT D'USAGE,INSTALLER - AJUSTEMENT D'USAGE
17343,INSTALLER - AJUSTEMENT D'USAGE
17344,REMPLACER - BOYAUX,RÉPARER - TRANSMISSION ARBRE D'ENTRAÎNEMENT (Drive shaft) BOÎTE DE TRANSFERT,REMPLACER - PNEU PNEU ROUE
17345,REMPLACER - CHASSIS PIÈCE CARROSSERIE
17346,REMPLACER - COUSSIN,RECHERCHER PANNE (diagnostic) - INSTRUMENT TABLEAU DE BORD (Gauge dash),RÉPARER - COMPOSANTE MAJEURE DU MOTEUR,RÉPARER - PNEU PNEU ROUE
17347,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE
17348,REMPLACER - BATTERIE
17349,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
17350,RÉPARER - AJUSTEMENT D'USAGE
17351,REMPLACER - BATTERIE
17352,VÉRIFIER - FILAGE ÉLECTRIQUE,VÉRIFIER - FILAGE ÉLECTRIQUE,VÉRIFIER - FILAGE ÉLECTRIQUE
